date,NDA,UPA,Others
2017-11-03,83,63,99
2017-11-04,83,63,99
2017-11-05,83,63,99
2017-11-06,83,63,99
2017-11-07,83,63,99
2017-11-08,83,63,99
2017-11-09,83,63,99
2017-11-10,83,63,99
2017-11-11,83,63,99
2017-11-12,83,63,99
2017-11-13,83,63,99
2017-11-14,83,63,99
2017-11-15,83,63,99
2017-11-16,83,63,99
2017-11-17,83,63,99
2017-11-18,83,63,99
2017-11-19,83,63,99
2017-11-20,83,63,99
2017-11-21,83,63,99
2017-11-22,83,63,99
2017-11-23,83,63,99
2017-11-24,83,63,99
2017-11-25,83,63,99
2017-11-26,83,63,99
2017-11-27,83,63,99
2017-11-28,83,63,99
2017-11-29,83,63,99
2017-11-30,83,63,99
2017-12-01,83,63,99
2017-12-02,83,63,99
2017-12-03,83,63,99
2017-12-04,83,63,99
2017-12-05,83,63,99
2017-12-06,83,63,99
2017-12-07,83,63,99
2017-12-08,83,63,99
2017-12-09,83,63,99
2017-12-10,83,63,99
2017-12-11,83,63,99
2017-12-12,83,63,99
2017-12-13,83,63,99
2017-12-14,83,63,99
2017-12-15,83,63,99
2017-12-16,83,63,99
2017-12-17,83,63,99
2017-12-18,83,63,99
2017-12-19,83,63,99
2017-12-20,83,63,99
2017-12-21,83,63,99
2017-12-22,83,63,99
2017-12-23,83,63,99
2017-12-24,83,63,99
2017-12-25,83,63,99
2017-12-26,83,63,99
2017-12-27,83,63,99
2017-12-28,83,63,99
2017-12-29,83,63,99
2017-12-30,83,63,99
2017-12-31,83,63,99
2018-01-01,83,63,99
2018-01-02,83,63,99
2018-01-03,83,63,99
2018-01-04,83,63,99
2018-01-05,83,63,99
2018-01-06,83,63,99
2018-01-07,83,63,99
2018-01-08,83,63,99
2018-01-09,83,63,99
2018-01-10,83,63,99
2018-01-11,83,63,99
2018-01-12,83,63,99
2018-01-13,83,63,99
2018-01-14,83,63,99
2018-01-15,83,63,99
2018-01-16,83,63,99
2018-01-17,83,63,99
2018-01-18,83,63,99
2018-01-19,83,63,99
2018-01-20,83,63,99
2018-01-21,83,63,99
2018-01-22,83,63,99
2018-01-23,83,63,99
2018-01-24,83,63,99
2018-01-25,83,63,99
2018-01-26,83,63,99
2018-01-27,83,63,99
2018-01-28,83.0,60.0,102.0
2018-01-29,83.0,60.0,102.0
2018-01-30,83.0,60.0,102.0
2018-01-31,83.0,60.0,102.0
2018-02-01,83.0,60.0,102.0
2018-02-02,83.0,60.0,102.0
2018-02-03,83.0,60.0,102.0
2018-02-04,83.0,60.0,102.0
2018-02-05,83.0,60.0,102.0
2018-02-06,83.0,60.0,102.0
2018-02-07,83.0,60.0,102.0
2018-02-08,83.0,60.0,102.0
2018-02-09,83.0,60.0,102.0
2018-02-10,83.0,60.0,102.0
2018-02-11,83.0,60.0,102.0
2018-02-12,83.0,60.0,102.0
2018-02-13,83.0,60.0,102.0
2018-02-14,83.0,60.0,102.0
2018-02-15,83.0,60.0,102.0
2018-02-16,83.0,60.0,102.0
2018-02-17,83.0,60.0,102.0
2018-02-18,83.0,60.0,102.0
2018-02-19,83.0,60.0,102.0
2018-02-20,83.0,60.0,102.0
2018-02-21,83.0,60.0,102.0
2018-02-22,83.0,60.0,102.0
2018-02-23,83.0,60.0,102.0
2018-02-24,83.0,60.0,102.0
2018-02-25,83.0,60.0,102.0
2018-02-26,83.0,60.0,102.0
2018-02-27,83.0,60.0,102.0
2018-02-28,83.0,60.0,102.0
2018-03-01,83.0,60.0,102.0
2018-03-02,83.0,60.0,102.0
2018-03-03,83.0,60.0,102.0
2018-03-04,83.0,60.0,102.0
2018-03-05,83.0,60.0,102.0
2018-03-06,83.0,60.0,102.0
2018-03-07,83.0,60.0,102.0
2018-03-08,83.0,60.0,102.0
2018-03-09,83.0,60.0,102.0
2018-03-10,83.0,60.0,102.0
2018-03-11,83.0,60.0,102.0
2018-03-12,83.0,60.0,102.0
2018-03-13,83.0,60.0,102.0
2018-03-14,83.0,60.0,102.0
2018-03-15,83.0,60.0,102.0
2018-03-16,83.0,60.0,102.0
2018-03-17,83.0,60.0,102.0
2018-03-18,83.0,60.0,102.0
2018-03-19,83.0,60.0,102.0
2018-03-20,83.0,60.0,102.0
2018-03-21,83.0,60.0,102.0
2018-03-22,83.0,60.0,102.0
2018-03-23,83.0,60.0,102.0
2018-03-24,83.0,60.0,102.0
2018-03-25,83.0,60.0,102.0
2018-03-26,83.0,60.0,102.0
2018-03-27,83.0,60.0,102.0
2018-03-28,83.0,60.0,102.0
2018-03-29,83.0,60.0,102.0
2018-03-30,83.0,60.0,102.0
2018-03-31,83.0,60.0,102.0
2018-04-01,83.0,60.0,102.0
2018-04-02,83.0,60.0,102.0
2018-04-03,87.00000000000001,56.0,102.0
2018-04-04,89.00000000000001,54.0,102.0
2018-04-05,89.00000000000001,54.0,102.0
2018-04-06,89.00000000000001,54.0,102.0
2018-04-07,89.00000000000001,54.0,102.0
2018-04-08,89.00000000000001,54.0,102.0
2018-04-09,89.00000000000001,54.0,102.0
2018-04-10,89.00000000000001,54.0,102.0
2018-04-11,89.00000000000001,54.0,102.0
2018-04-12,89.00000000000001,54.0,102.0
2018-04-13,89.00000000000001,54.0,102.0
2018-04-14,89.00000000000001,54.0,102.0
2018-04-15,89.00000000000001,54.0,102.0
2018-04-16,89.00000000000001,54.0,102.0
2018-04-17,89.00000000000001,54.0,102.0
2018-04-18,89.00000000000001,54.0,102.0
2018-04-19,89.00000000000001,54.0,102.0
2018-04-20,89.00000000000001,54.0,102.0
2018-04-21,89.00000000000001,54.0,102.0
2018-04-22,89.00000000000001,54.0,102.0
2018-04-23,89.00000000000001,54.0,102.0
2018-04-24,89.00000000000001,54.0,102.0
2018-04-25,89.00000000000001,54.0,102.0
2018-04-26,89.00000000000001,54.0,102.0
2018-04-27,89.00000000000001,54.0,102.0
2018-04-28,89.00000000000001,54.0,102.0
2018-04-29,89.00000000000001,54.0,102.0
2018-04-30,89.00000000000001,54.0,102.0
2018-05-01,89.00000000000001,54.0,102.0
2018-05-02,89.00000000000001,54.0,102.0
2018-05-03,89.00000000000001,54.0,102.0
2018-05-04,90.00000000000001,53.0,102.0
2018-05-05,90.00000000000001,53.0,102.0
2018-05-06,90.00000000000001,53.0,102.0
2018-05-07,90.00000000000001,53.0,102.0
2018-05-08,90.00000000000001,53.0,102.0
2018-05-09,90.00000000000001,53.0,102.0
2018-05-10,90.00000000000001,53.0,102.0
2018-05-11,90.00000000000001,53.0,102.0
2018-05-12,90.00000000000001,53.0,102.0
2018-05-13,90.00000000000001,53.0,102.0
2018-05-14,90.00000000000001,53.0,102.0
2018-05-15,90.00000000000001,53.0,102.0
2018-05-16,90.00000000000001,53.0,102.0
2018-05-17,90.00000000000001,53.0,102.0
2018-05-18,90.00000000000001,53.0,102.0
2018-05-19,90.00000000000001,53.0,102.0
2018-05-20,90.00000000000001,53.0,102.0
2018-05-21,90.00000000000001,53.0,102.0
2018-05-22,90.00000000000001,53.0,102.0
2018-05-23,90.00000000000001,53.0,102.0
2018-05-24,90.00000000000001,53.0,102.0
2018-05-25,90.00000000000001,53.0,102.0
2018-05-26,90.00000000000001,53.0,102.0
2018-05-27,90.00000000000001,53.0,102.0
2018-05-28,90.00000000000001,53.0,102.0
2018-05-29,90.00000000000001,53.0,102.0
2018-05-30,90.00000000000001,53.0,102.0
2018-05-31,90.00000000000001,53.0,102.0
2018-06-01,90.00000000000001,53.0,102.0
2018-06-02,90.00000000000001,53.0,102.0
2018-06-03,90.00000000000001,53.0,102.0
2018-06-04,90.00000000000001,53.0,102.0
2018-06-05,90.00000000000001,53.0,102.0
2018-06-06,90.00000000000001,53.0,102.0
2018-06-07,90.00000000000001,53.0,102.0
2018-06-08,90.00000000000001,53.0,102.0
2018-06-09,90.00000000000001,53.0,102.0
2018-06-10,90.00000000000001,53.0,102.0
2018-06-11,90.00000000000001,53.0,102.0
2018-06-12,90.00000000000001,53.0,102.0
2018-06-13,90.00000000000001,53.0,102.0
2018-06-14,90.00000000000001,53.0,102.0
2018-06-15,90.00000000000001,53.0,102.0
2018-06-16,90.00000000000001,53.0,102.0
2018-06-17,90.00000000000001,53.0,102.0
2018-06-18,90.00000000000001,53.0,102.0
2018-06-19,90.00000000000001,53.0,102.0
2018-06-20,90.00000000000001,53.0,102.0
2018-06-21,90.00000000000001,53.0,102.0
2018-06-22,90.00000000000001,53.0,102.0
2018-06-23,90.00000000000001,53.0,102.0
2018-06-24,90.00000000000001,53.0,102.0
2018-06-25,90.00000000000001,53.0,102.0
2018-06-26,90.00000000000001,53.0,102.0
2018-06-27,90.00000000000001,53.0,102.0
2018-06-28,90.00000000000001,53.0,102.0
2018-06-29,90.00000000000001,53.0,102.0
2018-06-30,90.00000000000001,53.0,102.0
2018-07-01,90.00000000000001,53.0,102.0
2018-07-02,90.00000000000001,52.0,103.0
2018-07-03,90.00000000000001,52.0,103.0
2018-07-04,90.00000000000001,52.0,103.0
2018-07-05,90.00000000000001,52.0,103.0
2018-07-06,90.00000000000001,52.0,103.0
2018-07-07,90.00000000000001,52.0,103.0
2018-07-08,90.00000000000001,52.0,103.0
2018-07-09,90.00000000000001,52.0,103.0
2018-07-10,90.00000000000001,52.0,103.0
2018-07-11,90.00000000000001,52.0,103.0
2018-07-12,90.00000000000001,52.0,103.0
2018-07-13,90.00000000000001,52.0,103.0
2018-07-14,90.00000000000001,52.0,103.0
2018-07-15,90.00000000000001,52.0,103.0
2018-07-16,90.00000000000001,52.0,103.0
2018-07-17,90.00000000000001,52.0,103.0
2018-07-18,90.00000000000001,52.0,103.0
2018-07-19,90.00000000000001,52.0,103.0
2018-07-20,90.00000000000001,52.0,103.0
2018-07-21,90.00000000000001,52.0,103.0
2018-07-22,90.00000000000001,52.0,103.0
2018-07-23,90.00000000000001,52.0,103.0
2018-07-24,90.00000000000001,52.0,103.0
2018-07-25,90.00000000000001,52.0,103.0
2018-07-26,90.00000000000001,52.0,103.0
2018-07-27,90.00000000000001,52.0,103.0
2018-07-28,90.00000000000001,52.0,103.0
2018-07-29,90.00000000000001,52.0,103.0
2018-07-30,90.00000000000001,52.0,103.0
2018-07-31,90.00000000000001,52.0,103.0
2018-08-01,90.00000000000001,52.0,103.0
2018-08-02,90.00000000000001,52.0,103.0
2018-08-03,90.00000000000001,52.0,103.0
2018-08-04,90.00000000000001,52.0,103.0
2018-08-05,90.00000000000001,52.0,103.0
2018-08-06,90.00000000000001,52.0,103.0
2018-08-07,90.00000000000001,52.0,103.0
2018-08-08,90.00000000000001,52.0,103.0
2018-08-09,90.00000000000001,52.0,103.0
2018-08-10,90.00000000000001,52.0,103.0
2018-08-11,90.00000000000001,52.0,103.0
2018-08-12,90.00000000000001,52.0,103.0
2018-08-13,90.00000000000001,52.0,103.0
2018-08-14,90.00000000000001,52.0,103.0
2018-08-15,90.00000000000001,52.0,103.0
2018-08-16,90.00000000000001,52.0,103.0
2018-08-17,90.00000000000001,52.0,103.0
2018-08-18,90.00000000000001,52.0,103.0
2018-08-19,90.00000000000001,52.0,103.0
2018-08-20,90.00000000000001,52.0,103.0
2018-08-21,90.00000000000001,52.0,103.0
2018-08-22,90.00000000000001,52.0,103.0
2018-08-23,90.00000000000001,52.0,103.0
2018-08-24,90.00000000000001,52.0,103.0
2018-08-25,90.00000000000001,52.0,103.0
2018-08-26,90.00000000000001,52.0,103.0
2018-08-27,90.00000000000001,52.0,103.0
2018-08-28,90.00000000000001,52.0,103.0
2018-08-29,90.00000000000001,52.0,103.0
2018-08-30,90.00000000000001,52.0,103.0
2018-08-31,90.00000000000001,52.0,103.0
2018-09-01,90.00000000000001,52.0,103.0
2018-09-02,90.00000000000001,52.0,103.0
2018-09-03,90.00000000000001,52.0,103.0
2018-09-04,90.00000000000001,52.0,103.0
2018-09-05,90.00000000000001,52.0,103.0
2018-09-06,90.00000000000001,52.0,103.0
2018-09-07,90.00000000000001,52.0,103.0
2018-09-08,90.00000000000001,52.0,103.0
2018-09-09,90.00000000000001,52.0,103.0
2018-09-10,90.00000000000001,52.0,103.0
2018-09-11,90.00000000000001,52.0,103.0
2018-09-12,90.00000000000001,52.0,103.0
2018-09-13,90.00000000000001,52.0,103.0
2018-09-14,90.00000000000001,52.0,103.0
2018-09-15,90.00000000000001,52.0,103.0
2018-09-16,90.00000000000001,52.0,103.0
2018-09-17,90.00000000000001,52.0,103.0
2018-09-18,90.00000000000001,52.0,103.0
2018-09-19,90.00000000000001,52.0,103.0
2018-09-20,90.00000000000001,52.0,103.0
2018-09-21,90.00000000000001,52.0,103.0
2018-09-22,90.00000000000001,52.0,103.0
2018-09-23,90.00000000000001,52.0,103.0
2018-09-24,90.00000000000001,52.0,103.0
2018-09-25,90.00000000000001,52.0,103.0
2018-09-26,90.00000000000001,52.0,103.0
2018-09-27,90.00000000000001,52.0,103.0
2018-09-28,90.00000000000001,52.0,103.0
2018-09-29,90.00000000000001,52.0,103.0
2018-09-30,90.00000000000001,52.0,103.0
2018-10-01,90.00000000000001,52.0,103.0
2018-10-02,90.00000000000001,52.0,103.0
2018-10-03,90.00000000000001,52.0,103.0
2018-10-04,90.00000000000001,52.0,103.0
2018-10-05,90.00000000000001,52.0,103.0
2018-10-06,90.00000000000001,52.0,103.0
2018-10-07,90.00000000000001,52.0,103.0
2018-10-08,90.00000000000001,52.0,103.0
2018-10-09,90.00000000000001,52.0,103.0
2018-10-10,90.00000000000001,52.0,103.0
2018-10-11,90.00000000000001,52.0,103.0
2018-10-12,90.00000000000001,52.0,103.0
2018-10-13,90.00000000000001,52.0,103.0
2018-10-14,90.00000000000001,52.0,103.0
2018-10-15,90.00000000000001,52.0,103.0
2018-10-16,90.00000000000001,52.0,103.0
2018-10-17,90.00000000000001,52.0,103.0
2018-10-18,90.00000000000001,52.0,103.0
2018-10-19,90.00000000000001,52.0,103.0
2018-10-20,90.00000000000001,52.0,103.0
2018-10-21,90.00000000000001,52.0,103.0
2018-10-22,90.00000000000001,52.0,103.0
2018-10-23,90.00000000000001,52.0,103.0
2018-10-24,90.00000000000001,52.0,103.0
2018-10-25,90.00000000000001,52.0,103.0
2018-10-26,90.00000000000001,52.0,103.0
2018-10-27,90.00000000000001,52.0,103.0
2018-10-28,90.00000000000001,52.0,103.0
2018-10-29,90.00000000000001,52.0,103.0
2018-10-30,90.00000000000001,52.0,103.0
2018-10-31,90.00000000000001,52.0,103.0
2018-11-01,90.00000000000001,52.0,103.0
2018-11-02,90.00000000000001,52.0,103.0
2018-11-03,90.00000000000001,52.0,103.0
2018-11-04,90.00000000000001,52.0,103.0
2018-11-05,90.00000000000001,52.0,103.0
2018-11-06,90.00000000000001,52.0,103.0
2018-11-07,90.00000000000001,52.0,103.0
2018-11-08,90.00000000000001,52.0,103.0
2018-11-09,90.00000000000001,52.0,103.0
2018-11-10,90.00000000000001,52.0,103.0
2018-11-11,90.00000000000001,52.0,103.0
2018-11-12,90.00000000000001,52.0,103.0
2018-11-13,90.00000000000001,52.0,103.0
2018-11-14,90.00000000000001,52.0,103.0
2018-11-15,90.00000000000001,52.0,103.0
2018-11-16,90.00000000000001,52.0,103.0
2018-11-17,90.00000000000001,52.0,103.0
2018-11-18,90.00000000000001,52.0,103.0
2018-11-19,90.00000000000001,52.0,103.0
2018-11-20,90.00000000000001,52.0,103.0
2018-11-21,90.00000000000001,52.0,103.0
2018-11-22,90.00000000000001,52.0,103.0
2018-11-23,90.00000000000001,52.0,103.0
2018-11-24,90.00000000000001,52.0,103.0
2018-11-25,90.00000000000001,52.0,103.0
2018-11-26,90.00000000000001,52.0,103.0
2018-11-27,90.00000000000001,52.0,103.0
2018-11-28,90.00000000000001,52.0,103.0
2018-11-29,90.00000000000001,52.0,103.0
2018-11-30,90.00000000000001,52.0,103.0
2018-12-01,90.00000000000001,52.0,103.0
2018-12-02,90.00000000000001,52.0,103.0
2018-12-03,90.00000000000001,52.0,103.0
2018-12-04,90.00000000000001,52.0,103.0
2018-12-05,90.00000000000001,52.0,103.0
2018-12-06,90.00000000000001,52.0,103.0
2018-12-07,90.00000000000001,52.0,103.0
2018-12-08,90.00000000000001,52.0,103.0
2018-12-09,90.00000000000001,52.0,103.0
2018-12-10,90.00000000000001,52.0,103.0
2018-12-11,90.00000000000001,52.0,103.0
2018-12-12,90.00000000000001,52.0,103.0
2018-12-13,90.00000000000001,52.0,103.0
2018-12-14,90.00000000000001,52.0,103.0
2018-12-15,90.00000000000001,52.0,103.0
2018-12-16,90.00000000000001,52.0,103.0
2018-12-17,90.00000000000001,52.0,103.0
2018-12-18,90.00000000000001,52.0,103.0
2018-12-19,90.00000000000001,52.0,103.0
2018-12-20,90.00000000000001,52.0,103.0
2018-12-21,90.00000000000001,52.0,103.0
2018-12-22,90.00000000000001,52.0,103.0
2018-12-23,90.00000000000001,52.0,103.0
2018-12-24,90.00000000000001,52.0,103.0
2018-12-25,90.00000000000001,52.0,103.0
2018-12-26,90.00000000000001,52.0,103.0
2018-12-27,90.00000000000001,52.0,103.0
2018-12-28,90.00000000000001,52.0,103.0
2018-12-29,90.00000000000001,52.0,103.0
2018-12-30,90.00000000000001,52.0,103.0
2018-12-31,90.00000000000001,52.0,103.0
2019-01-01,90.00000000000001,52.0,103.0
2019-01-02,90.00000000000001,52.0,103.0
2019-01-03,90.00000000000001,52.0,103.0
2019-01-04,90.00000000000001,52.0,103.0
2019-01-05,90.00000000000001,52.0,103.0
2019-01-06,90.00000000000001,52.0,103.0
2019-01-07,90.00000000000001,52.0,103.0
2019-01-08,90.00000000000001,52.0,103.0
2019-01-09,90.00000000000001,52.0,103.0
2019-01-10,90.00000000000001,52.0,103.0
2019-01-11,90.00000000000001,52.0,103.0
2019-01-12,90.00000000000001,52.0,103.0
2019-01-13,90.00000000000001,52.0,103.0
2019-01-14,90.00000000000001,52.0,103.0
2019-01-15,90.00000000000001,52.0,103.0
2019-01-16,90.00000000000001,52.0,103.0
2019-01-17,90.00000000000001,52.0,103.0
2019-01-18,90.00000000000001,52.0,103.0
2019-01-19,90.00000000000001,52.0,103.0
2019-01-20,90.00000000000001,52.0,103.0
2019-01-21,90.00000000000001,52.0,103.0
2019-01-22,90.00000000000001,52.0,103.0
2019-01-23,90.00000000000001,52.0,103.0
2019-01-24,90.00000000000001,52.0,103.0
2019-01-25,90.00000000000001,52.0,103.0
2019-01-26,90.00000000000001,52.0,103.0
2019-01-27,90.00000000000001,52.0,103.0
2019-01-28,90.00000000000001,52.0,103.0
2019-01-29,90.00000000000001,52.0,103.0
2019-01-30,90.00000000000001,52.0,103.0
2019-01-31,90.00000000000001,52.0,103.0
2019-02-01,90.00000000000001,52.0,103.0
2019-02-02,90.00000000000001,52.0,103.0
2019-02-03,90.00000000000001,52.0,103.0
2019-02-04,90.00000000000001,52.0,103.0
2019-02-05,90.00000000000001,52.0,103.0
2019-02-06,90.00000000000001,52.0,103.0
2019-02-07,90.00000000000001,52.0,103.0
2019-02-08,90.00000000000001,52.0,103.0
2019-02-09,90.00000000000001,52.0,103.0
2019-02-10,90.00000000000001,52.0,103.0
2019-02-11,90.00000000000001,52.0,103.0
2019-02-12,90.00000000000001,52.0,103.0
2019-02-13,90.00000000000001,52.0,103.0
2019-02-14,90.00000000000001,52.0,103.0
2019-02-15,90.00000000000001,52.0,103.0
2019-02-16,90.00000000000001,52.0,103.0
2019-02-17,90.00000000000001,52.0,103.0
2019-02-18,90.00000000000001,52.0,103.0
2019-02-19,90.00000000000001,52.0,103.0
2019-02-20,90.00000000000001,52.0,103.0
2019-02-21,90.00000000000001,52.0,103.0
2019-02-22,90.00000000000001,52.0,103.0
2019-02-23,90.00000000000001,52.0,103.0
2019-02-24,90.00000000000001,52.0,103.0
2019-02-25,90.00000000000001,52.0,103.0
2019-02-26,90.00000000000001,52.0,103.0
2019-02-27,90.00000000000001,52.0,103.0
2019-02-28,90.00000000000001,52.0,103.0
2019-03-01,90.00000000000001,52.0,103.0
2019-03-02,90.00000000000001,52.0,103.0
2019-03-03,90.00000000000001,52.0,103.0
2019-03-04,90.00000000000001,52.0,103.0
2019-03-05,90.00000000000001,52.0,103.0
2019-03-06,90.00000000000001,52.0,103.0
2019-03-07,90.00000000000001,52.0,103.0
2019-03-08,90.00000000000001,52.0,103.0
2019-03-09,90.00000000000001,52.0,103.0
2019-03-10,90.00000000000001,52.0,103.0
2019-03-11,90.00000000000001,52.0,103.0
2019-03-12,90.00000000000001,52.0,103.0
2019-03-13,90.00000000000001,52.0,103.0
2019-03-14,90.00000000000001,52.0,103.0
2019-03-15,90.00000000000001,52.0,103.0
2019-03-16,90.00000000000001,52.0,103.0
2019-03-17,90.00000000000001,52.0,103.0
2019-03-18,90.00000000000001,52.0,103.0
2019-03-19,90.00000000000001,52.0,103.0
2019-03-20,90.00000000000001,52.0,103.0
2019-03-21,90.00000000000001,52.0,103.0
2019-03-22,90.00000000000001,52.0,103.0
2019-03-23,90.00000000000001,52.0,103.0
2019-03-24,90.00000000000001,52.0,103.0
2019-03-25,90.00000000000001,52.0,103.0
2019-03-26,90.00000000000001,52.0,103.0
2019-03-27,90.00000000000001,52.0,103.0
2019-03-28,90.00000000000001,52.0,103.0
2019-03-29,90.00000000000001,52.0,103.0
2019-03-30,90.00000000000001,52.0,103.0
2019-03-31,90.00000000000001,52.0,103.0
2019-04-01,90.00000000000001,52.0,103.0
2019-04-02,90.00000000000001,52.0,103.0
2019-04-03,90.00000000000001,52.0,103.0
2019-04-04,90.00000000000001,52.0,103.0
2019-04-05,90.00000000000001,52.0,103.0
2019-04-06,90.00000000000001,52.0,103.0
2019-04-07,90.00000000000001,52.0,103.0
2019-04-08,90.00000000000001,52.0,103.0
2019-04-09,90.00000000000001,52.0,103.0
2019-04-10,90.00000000000001,52.0,103.0
2019-04-11,90.00000000000001,52.0,103.0
2019-04-12,90.00000000000001,52.0,103.0
2019-04-13,90.00000000000001,52.0,103.0
2019-04-14,90.00000000000001,52.0,103.0
2019-04-15,90.00000000000001,52.0,103.0
2019-04-16,90.00000000000001,52.0,103.0
2019-04-17,90.00000000000001,52.0,103.0
2019-04-18,90.00000000000001,52.0,103.0
2019-04-19,90.00000000000001,52.0,103.0
2019-04-20,90.00000000000001,52.0,103.0
2019-04-21,90.00000000000001,52.0,103.0
2019-04-22,90.00000000000001,52.0,103.0
2019-04-23,90.00000000000001,52.0,103.0
2019-04-24,90.00000000000001,52.0,103.0
2019-04-25,90.00000000000001,52.0,103.0
2019-04-26,90.00000000000001,52.0,103.0
2019-04-27,90.00000000000001,52.0,103.0
2019-04-28,90.00000000000001,52.0,103.0
2019-04-29,90.00000000000001,52.0,103.0
2019-04-30,90.00000000000001,52.0,103.0
2019-05-01,90.00000000000001,52.0,103.0
2019-05-02,90.00000000000001,52.0,103.0
2019-05-03,90.00000000000001,52.0,103.0
2019-05-04,90.00000000000001,52.0,103.0
2019-05-05,90.00000000000001,52.0,103.0
2019-05-06,90.00000000000001,52.0,103.0
2019-05-07,90.00000000000001,52.0,103.0
2019-05-08,90.00000000000001,52.0,103.0
2019-05-09,90.00000000000001,52.0,103.0
2019-05-10,90.00000000000001,52.0,103.0
2019-05-11,90.00000000000001,52.0,103.0
2019-05-12,90.00000000000001,52.0,103.0
2019-05-13,90.00000000000001,52.0,103.0
2019-05-14,90.00000000000001,52.0,103.0
2019-05-15,90.00000000000001,52.0,103.0
2019-05-16,90.00000000000001,52.0,103.0
2019-05-17,90.00000000000001,52.0,103.0
2019-05-18,90.00000000000001,52.0,103.0
2019-05-19,90.00000000000001,52.0,103.0
2019-05-20,90.00000000000001,52.0,103.0
2019-05-21,90.00000000000001,52.0,103.0
2019-05-22,90.00000000000001,52.0,103.0
2019-05-23,90.00000000000001,52.0,103.0
2019-05-24,90.00000000000001,52.0,103.0
2019-05-25,90.00000000000001,52.0,103.0
2019-05-26,90.00000000000001,52.0,103.0
2019-05-27,90.00000000000001,52.0,103.0
2019-05-28,90.00000000000001,52.0,103.0
2019-05-29,90.00000000000001,52.0,103.0
2019-05-30,90.00000000000001,52.0,103.0
2019-05-31,90.00000000000001,52.0,103.0
2019-06-01,90.00000000000001,52.0,103.0
2019-06-02,90.00000000000001,52.0,103.0
2019-06-03,90.00000000000001,52.0,103.0
2019-06-04,90.00000000000001,52.0,103.0
2019-06-05,90.00000000000001,52.0,103.0
2019-06-06,90.00000000000001,52.0,103.0
2019-06-07,90.00000000000001,52.0,103.0
2019-06-08,90.00000000000001,52.0,103.0
2019-06-09,90.00000000000001,52.0,103.0
2019-06-10,90.00000000000001,52.0,103.0
2019-06-11,90.00000000000001,52.0,103.0
2019-06-12,90.00000000000001,52.0,103.0
2019-06-13,90.00000000000001,52.0,103.0
2019-06-14,90.00000000000001,52.0,103.0
2019-06-15,92.00000000000001,50.0,103.0
2019-06-16,92.00000000000001,50.0,103.0
2019-06-17,92.00000000000001,50.0,103.0
2019-06-18,92.00000000000001,50.0,103.0
2019-06-19,92.00000000000001,50.0,103.0
2019-06-20,92.00000000000001,50.0,103.0
2019-06-21,92.00000000000001,50.0,103.0
2019-06-22,92.00000000000001,50.0,103.0
2019-06-23,92.00000000000001,50.0,103.0
2019-06-24,92.00000000000001,50.0,103.0
2019-06-25,92.00000000000001,50.0,103.0
2019-06-26,92.00000000000001,50.0,103.0
2019-06-27,92.00000000000001,50.0,103.0
2019-06-28,92.00000000000001,50.0,103.0
2019-06-29,92.00000000000001,50.0,103.0
2019-06-30,92.00000000000001,50.0,103.0
2019-07-01,92.00000000000001,50.0,103.0
2019-07-02,92.00000000000001,50.0,103.0
2019-07-03,92.00000000000001,50.0,103.0
2019-07-04,92.00000000000001,50.0,103.0
2019-07-05,92.00000000000001,50.0,103.0
2019-07-06,92.00000000000001,50.0,103.0
2019-07-07,92.00000000000001,50.0,103.0
2019-07-08,92.00000000000001,50.0,103.0
